Date,State,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3
2025-03-11,Karnataka,Kolar,75.4,19.08,75.4,36.52,20.94,0.56,48.95
2021-01-01,Karnataka,Koppal,64.7,16.69,64.7,21.93,34.01,0.57,29.68
2021-01-16,Karnataka,Koppal,89.6,32.0,89.6,42.45,30.9,0.62,52.12
2021-01-31,Karnataka,Koppal,87.9,21.23,87.9,41.26,30.71,1.11,61.11
2021-02-15,Karnataka,Koppal,80.3,33.7,80.3,44.09,38.2,1.1,51.64
2021-03-02,Karnataka,Koppal,93.8,19.61,93.8,28.32,42.88,0.9,31.05
2021-03-17,Karnataka,Koppal,112.8,42.27,135.36,28.41,48.46,1.3,35.81
2021-04-01,Karnataka,Koppal,66.1,16.25,66.1,35.39,33.99,0.46,44.64
2021-04-16,Karnataka,Koppal,58.1,16.64,58.1,26.68,32.18,0.68,19.41
2021-05-01,Karnataka,Koppal,65.1,14.12,65.1,16.42,22.83,0.51,29.51
2021-05-16,Karnataka,Koppal,70.5,24.98,70.5,36.75,32.76,0.87,21.53
2021-05-31,Karnataka,Koppal,97.8,38.45,97.8,33.13,44.25,0.69,61.67
2021-06-15,Karnataka,Koppal,70.5,18.68,70.5,23.84,24.27,0.67,29.32
2021-06-30,Karnataka,Koppal,71.4,16.85,71.4,26.7,34.13,0.54,49.3
2021-07-15,Karnataka,Koppal,48.8,13.12,33.09,17.03,13.73,0.39,48.8
2021-07-30,Karnataka,Koppal,32.7,12.43,16.41,11.52,16.75,0.38,32.7
2021-08-14,Karnataka,Koppal,43.9,17.44,43.9,19.44,22.69,0.39,30.16
2021-08-29,Karnataka,Koppal,55.4,16.49,55.4,14.34,30.4,0.42,32.95
2021-09-13,Karnataka,Koppal,42.2,12.76,42.2,20.58,10.93,0.57,12.87
2021-09-28,Karnataka,Koppal,55.8,20.04,55.8,28.48,29.0,0.66,26.0
2021-10-13,Karnataka,Koppal,61.0,19.7,61.0,25.49,31.32,0.47,27.36
2021-10-28,Karnataka,Koppal,66.4,27.31,66.4,19.34,25.06,0.77,41.61
2021-11-12,Karnataka,Koppal,58.8,18.35,58.8,19.18,20.76,0.78,29.86
2021-11-27,Karnataka,Koppal,65.9,23.02,65.9,28.86,22.96,0.83,40.76
2021-12-12,Karnataka,Koppal,66.5,20.53,66.5,31.92,23.45,0.9,33.49
2021-12-27,Karnataka,Koppal,71.8,28.77,71.8,20.15,40.17,0.56,27.0
2022-01-11,Karnataka,Koppal,69.4,24.15,69.4,35.56,16.81,0.83,48.27
2022-01-26,Karnataka,Koppal,97.4,40.05,97.4,26.38,51.36,0.74,35.91
2022-02-10,Karnataka,Koppal,107.2,35.79,128.64,41.62,34.9,0.65,46.52
2022-02-25,Karnataka,Koppal,106.0,30.99,127.2,35.75,43.79,0.7,45.03
2022-03-12,Karnataka,Koppal,72.6,18.03,72.6,35.26,19.93,0.75,22.89
2022-03-27,Karnataka,Koppal,58.9,12.02,58.9,20.34,17.15,0.61,25.9
2022-04-11,Karnataka,Koppal,59.2,14.88,59.2,26.13,28.91,0.79,18.34
2022-04-26,Karnataka,Koppal,56.8,16.15,56.8,15.47,15.51,0.77,31.36
2022-05-11,Karnataka,Koppal,58.2,16.64,20.87,24.36,24.39,0.35,58.2
2022-05-26,Karnataka,Koppal,59.7,17.36,28.92,22.5,22.66,0.66,59.7
2022-06-10,Karnataka,Koppal,74.5,24.9,74.5,22.99,28.58,0.54,34.59
2022-06-25,Karnataka,Koppal,37.4,11.89,14.58,19.95,16.27,0.35,37.4
2022-07-10,Karnataka,Koppal,22.8,7.6,9.85,10.94,7.68,0.16,22.8
2022-07-25,Karnataka,Koppal,52.6,19.68,27.14,18.33,22.56,0.46,52.6
2022-08-09,Karnataka,Koppal,77.9,14.25,77.9,24.43,28.87,0.93,32.66
2022-08-24,Karnataka,Koppal,89.2,30.43,89.2,45.63,24.2,0.95,40.84
2022-09-08,Karnataka,Koppal,64.7,16.37,64.7,34.72,23.77,0.78,23.93
2022-09-23,Karnataka,Koppal,82.3,18.44,82.3,25.79,34.13,0.69,49.0
2022-10-08,Karnataka,Koppal,116.9,43.15,140.28,57.97,35.53,0.97,81.76
2022-10-23,Karnataka,Koppal,104.7,26.21,125.64,54.07,27.85,0.91,65.11
2022-11-07,Karnataka,Koppal,69.8,20.02,69.8,32.57,20.79,0.48,47.77
2022-11-22,Karnataka,Koppal,79.5,22.59,79.5,30.15,25.77,1.06,28.51
2022-12-07,Karnataka,Koppal,114.7,25.06,137.64,36.32,42.85,1.38,76.65
2022-12-22,Karnataka,Koppal,74.0,29.83,74.0,26.83,19.28,0.87,35.75
2023-01-06,Karnataka,Koppal,90.9,25.66,90.9,38.76,48.97,1.04,40.94
2023-01-21,Karnataka,Koppal,123.9,34.83,148.68,49.84,66.01,0.98,69.93
2023-02-05,Karnataka,Koppal,119.1,35.5,142.92,60.36,51.93,0.88,55.3
2023-02-20,Karnataka,Koppal,88.1,22.21,88.1,34.96,24.21,1.22,41.87
2023-03-07,Karnataka,Koppal,72.2,19.59,72.2,21.51,27.59,0.48,28.33
2023-03-22,Karnataka,Koppal,70.7,19.8,70.7,21.23,38.4,0.57,27.69
2023-04-06,Karnataka,Koppal,70.1,23.93,70.1,36.8,35.43,0.88,25.71
2023-04-21,Karnataka,Koppal,69.8,26.57,69.8,22.63,27.43,0.68,29.74
2023-05-06,Karnataka,Koppal,63.0,19.8,63.0,26.07,27.68,0.54,20.23
2023-05-21,Karnataka,Koppal,74.7,14.67,74.7,19.88,32.03,0.77,48.84
2023-06-20,Karnataka,Koppal,51.3,13.38,29.91,24.83,22.18,0.6,51.3
2023-07-05,Karnataka,Koppal,28.4,11.22,14.57,15.46,11.66,0.25,28.4
2023-07-20,Karnataka,Koppal,36.2,11.61,13.67,28.96,16.01,0.47,21.44
2023-08-04,Karnataka,Koppal,31.6,9.03,31.6,9.37,16.99,0.28,9.61
2023-08-19,Karnataka,Koppal,38.0,8.89,38.0,9.52,9.98,0.46,24.35
2023-09-18,Karnataka,Koppal,53.2,15.96,53.2,19.27,27.47,0.5,36.34
2023-10-03,Karnataka,Koppal,105.1,21.77,126.12,42.6,31.63,0.86,55.94
2023-10-18,Karnataka,Koppal,73.4,20.01,73.4,36.08,30.97,0.71,36.34
2023-11-02,Karnataka,Koppal,80.3,30.07,80.3,29.84,44.46,0.83,38.24
2023-11-17,Karnataka,Koppal,59.4,24.05,59.4,17.97,18.43,0.48,24.71
2023-12-02,Karnataka,Koppal,68.9,16.54,68.9,29.84,16.56,0.72,42.16
2023-12-17,Karnataka,Koppal,100.8,37.68,120.96,42.08,45.58,0.84,55.45
2024-01-01,Karnataka,Koppal,109.5,27.35,131.4,43.38,29.48,1.26,76.44
2024-01-16,Karnataka,Koppal,101.9,28.31,122.28,49.7,47.09,0.75,57.45
2024-01-31,Karnataka,Koppal,90.7,29.12,90.7,24.82,32.06,0.7,34.67
2024-02-15,Karnataka,Koppal,59.3,21.25,59.3,31.54,14.77,0.76,22.42
2024-03-01,Karnataka,Koppal,62.8,24.94,62.8,27.93,31.69,0.6,31.41
2024-03-16,Karnataka,Koppal,73.2,30.49,73.2,25.33,38.5,0.88,36.98
2024-03-31,Karnataka,Koppal,98.3,18.89,98.3,53.88,52.66,0.86,48.21
2024-04-15,Karnataka,Koppal,130.3,52.0,156.36,44.31,64.79,1.44,80.91
2024-04-30,Karnataka,Koppal,99.3,39.11,99.3,50.14,39.16,0.79,33.57
2024-05-15,Karnataka,Koppal,60.4,21.56,60.4,24.94,16.36,0.57,30.91
2024-05-30,Karnataka,Koppal,48.1,10.91,15.31,24.13,24.88,0.55,48.1
2024-06-14,Karnataka,Koppal,46.3,16.13,19.66,18.25,16.36,0.32,46.3
2024-06-29,Karnataka,Koppal,48.1,16.0,23.62,38.48,25.85,0.31,20.7
2024-07-14,Karnataka,Koppal,45.7,14.03,17.18,12.52,19.85,0.59,45.7
2024-07-29,Karnataka,Koppal,31.5,7.81,14.4,11.53,11.37,0.2,31.5
2024-08-13,Karnataka,Koppal,39.7,10.15,39.7,22.23,16.74,0.45,27.69
2024-08-28,Karnataka,Koppal,35.9,12.08,35.9,16.88,19.92,0.42,24.25
2024-09-12,Karnataka,Koppal,38.6,14.38,38.6,10.71,21.06,0.5,18.99
2024-09-27,Karnataka,Koppal,43.7,15.29,43.7,19.32,11.81,0.42,14.78
2024-10-12,Karnataka,Koppal,44.7,13.68,44.7,16.69,13.24,0.37,31.15
2024-10-27,Karnataka,Koppal,42.1,15.63,42.1,16.06,20.23,0.52,25.49
2024-11-11,Karnataka,Koppal,60.1,22.06,60.1,15.85,31.73,0.71,28.25
2024-11-26,Karnataka,Koppal,69.3,20.83,69.3,17.34,38.58,0.47,48.13
2024-12-11,Karnataka,Koppal,86.4,23.56,86.4,37.01,32.59,0.52,28.65
2024-12-26,Karnataka,Koppal,46.7,11.07,46.7,19.02,22.35,0.31,23.54
2025-01-10,Karnataka,Koppal,50.1,14.4,50.1,22.65,22.45,0.33,17.7
2025-01-25,Karnataka,Koppal,54.0,18.43,54.0,22.16,20.55,0.75,22.58
2025-02-24,Karnataka,Koppal,65.9,12.88,65.9,24.59,21.77,0.5,21.62
2025-03-11,Karnataka,Koppal,46.5,10.01,46.5,15.5,23.23,0.59,22.09
2025-03-26,Karnataka,Koppal,46.3,13.11,46.3,18.0,18.31,0.44,18.86
2021-01-01,Karnataka,Madikeri,69.9,22.75,69.9,28.38,30.69,0.59,30.04
2021-01-16,Karnataka,Madikeri,67.7,19.01,67.7,19.31,34.68,0.76,26.24
2021-01-31,Karnataka,Madikeri,78.9,31.67,78.9,27.45,26.19,0.54,44.05
2021-02-15,Karnataka,Madikeri,55.1,11.89,55.1,17.89,14.02,0.6,18.54
2021-03-02,Karnataka,Madikeri,58.1,10.59,58.1,24.55,27.28,0.47,37.26
2021-03-17,Karnataka,Madikeri,68.3,24.77,68.3,27.97,32.62,0.83,26.39
2021-04-01,Karnataka,Madikeri,70.4,18.27,70.4,26.2,34.21,0.44,42.19
2021-04-16,Karnataka,Madikeri,45.5,15.79,45.5,16.37,22.57,0.35,19.34
2021-05-01,Karnataka,Madikeri,32.1,13.43,15.66,15.81,13.18,0.22,32.1
2021-05-16,Karnataka,Madikeri,34.7,8.42,18.76,10.07,15.91,0.47,34.7
2021-05-31,Karnataka,Madikeri,36.4,6.9,25.16,13.91,12.69,0.44,36.4
2021-06-15,Karnataka,Madikeri,38.4,14.8,14.13,30.72,17.24,0.51,21.69
2021-06-30,Karnataka,Madikeri,26.2,8.59,15.82,12.71,10.83,0.18,26.2
2021-07-15,Karnataka,Madikeri,24.3,9.05,11.01,13.12,10.14,0.21,24.3
2021-07-30,Karnataka,Madikeri,26.9,10.53,15.35,10.12,13.19,0.17,26.9
2021-08-14,Karnataka,Madikeri,29.3,5.62,29.3,10.98,14.75,0.36,15.75
2021-08-29,Karnataka,Madikeri,33.8,13.38,33.8,18.46,16.36,0.32,10.46
2021-09-13,Karnataka,Madikeri,29.9,11.6,29.9,14.99,8.67,0.4,15.63
2021-09-28,Karnataka,Madikeri,32.5,12.5,32.5,9.76,17.42,0.26,10.33
2021-10-13,Karnataka,Madikeri,52.7,13.89,52.7,16.66,19.49,0.73,36.41
2021-10-28,Karnataka,Madikeri,52.4,10.53,52.4,26.67,21.39,0.45,21.5
2021-11-12,Karnataka,Madikeri,25.1,6.88,25.1,8.84,9.92,0.18,8.35
2021-11-27,Karnataka,Madikeri,37.1,10.54,37.1,17.16,18.17,0.35,11.63
2021-12-12,Karnataka,Madikeri,70.4,12.93,70.4,26.57,32.25,0.85,23.14
2021-12-27,Karnataka,Madikeri,53.4,15.76,53.4,23.45,27.69,0.74,33.4
2022-01-11,Karnataka,Madikeri,52.7,21.92,52.7,28.7,19.07,0.57,21.33
2022-01-26,Karnataka,Madikeri,73.9,14.96,73.9,31.15,25.96,0.67,29.61
2022-02-10,Karnataka,Madikeri,71.0,22.6,71.0,37.27,37.36,0.55,41.74
2022-02-25,Karnataka,Madikeri,58.9,17.99,58.9,18.91,15.36,0.45,33.04
2022-03-12,Karnataka,Madikeri,75.8,15.23,75.8,26.04,26.43,1.04,23.35
2022-03-27,Karnataka,Madikeri,68.3,21.72,68.3,34.97,23.26,0.79,37.95
2022-04-11,Karnataka,Madikeri,55.8,14.97,55.8,28.3,30.93,0.45,25.04
2022-04-26,Karnataka,Madikeri,57.6,15.14,57.6,32.03,17.26,0.43,20.9
2022-05-11,Karnataka,Madikeri,44.1,11.77,14.94,35.28,13.12,0.44,20.49
2022-05-26,Karnataka,Madikeri,38.6,11.66,24.95,15.25,13.45,0.4,38.6
2022-06-10,Karnataka,Madikeri,28.9,6.59,17.02,23.12,8.8,0.32,12.72
2022-06-25,Karnataka,Madikeri,24.9,9.39,8.04,13.63,10.89,0.31,24.9
2022-07-10,Karnataka,Madikeri,30.0,11.19,14.71,24.0,8.9,0.34,11.07
2022-07-25,Karnataka,Madikeri,23.1,6.48,7.13,7.23,7.07,0.27,23.1
2022-08-09,Karnataka,Madikeri,25.0,5.78,25.0,13.84,10.3,0.18,13.89
2022-08-24,Karnataka,Madikeri,22.9,5.73,22.9,9.57,12.72,0.23,10.47
2022-09-08,Karnataka,Madikeri,23.2,4.18,23.2,7.79,9.76,0.23,7.19
2022-09-23,Karnataka,Madikeri,28.9,7.77,28.9,12.4,16.09,0.29,11.19
2022-10-08,Karnataka,Madikeri,27.1,7.47,27.1,14.05,8.99,0.24,10.46
2022-10-23,Karnataka,Madikeri,57.5,18.35,57.5,14.14,27.38,0.54,40.09
2022-11-07,Karnataka,Madikeri,46.8,16.98,46.8,21.24,25.57,0.39,16.43
2022-11-22,Karnataka,Madikeri,29.7,12.13,29.7,14.59,14.85,0.23,16.59
2022-12-07,Karnataka,Madikeri,35.2,8.72,35.2,13.01,13.87,0.26,21.85
2022-12-22,Karnataka,Madikeri,36.1,12.89,36.1,19.77,18.18,0.41,17.62
2023-01-06,Karnataka,Madikeri,47.3,10.17,47.3,17.31,20.07,0.39,28.52
2023-01-21,Karnataka,Madikeri,41.5,7.95,41.5,10.34,18.75,0.53,12.58
2023-02-05,Karnataka,Madikeri,53.0,21.69,53.0,23.66,18.41,0.55,33.57
2023-02-20,Karnataka,Madikeri,47.9,13.28,47.9,25.7,17.94,0.29,23.71
2023-03-07,Karnataka,Madikeri,37.2,12.57,37.2,17.77,15.93,0.51,22.98
2023-03-22,Karnataka,Madikeri,32.3,12.03,32.3,12.04,14.93,0.3,15.16
2023-04-06,Karnataka,Madikeri,45.7,18.32,45.7,23.73,15.75,0.59,22.76
2023-04-21,Karnataka,Madikeri,27.6,11.48,27.6,11.63,14.85,0.34,10.87
2023-05-06,Karnataka,Madikeri,33.9,6.64,16.17,8.8,14.82,0.38,33.9
2023-05-21,Karnataka,Madikeri,28.7,9.12,12.46,22.96,7.19,0.24,17.1
2023-06-05,Karnataka,Madikeri,26.3,10.86,9.33,9.87,11.75,0.19,26.3
2023-06-20,Karnataka,Madikeri,21.8,9.01,10.8,10.58,11.02,0.23,21.8
2023-07-05,Karnataka,Madikeri,23.1,5.41,7.07,12.07,9.95,0.2,23.1
2023-07-20,Karnataka,Madikeri,28.9,6.62,14.93,7.6,12.92,0.26,28.9
2023-08-04,Karnataka,Madikeri,38.2,8.95,38.2,14.38,15.64,0.34,19.76
2023-08-19,Karnataka,Madikeri,30.2,11.41,30.2,13.21,8.87,0.21,15.89
2023-09-03,Karnataka,Madikeri,39.4,8.03,39.4,13.41,17.15,0.51,26.93
2023-09-18,Karnataka,Madikeri,39.4,13.02,39.4,17.23,11.97,0.4,18.7
2023-10-03,Karnataka,Madikeri,41.2,11.23,41.2,10.1,19.17,0.52,25.07
2023-10-18,Karnataka,Madikeri,54.4,13.84,54.4,13.76,19.74,0.35,27.23
2023-11-02,Karnataka,Madikeri,42.1,14.38,42.1,14.16,11.37,0.36,22.35
2023-11-17,Karnataka,Madikeri,40.1,15.81,40.1,20.1,18.27,0.27,26.83
2023-12-02,Karnataka,Madikeri,46.8,17.29,46.8,23.38,14.91,0.38,17.3
2023-12-17,Karnataka,Madikeri,38.5,14.63,38.5,15.14,10.01,0.46,21.83
2024-01-01,Karnataka,Madikeri,53.9,16.95,53.9,28.77,20.34,0.46,32.94
2024-01-16,Karnataka,Madikeri,39.7,16.28,39.7,17.34,18.93,0.51,13.22
2024-01-31,Karnataka,Madikeri,43.1,17.91,43.1,22.11,20.09,0.35,17.3
2024-02-15,Karnataka,Madikeri,44.5,13.78,44.5,24.05,22.68,0.41,25.95
2024-03-01,Karnataka,Madikeri,45.4,12.53,45.4,21.31,17.25,0.28,19.2
2024-03-16,Karnataka,Madikeri,55.5,12.5,55.5,16.83,21.47,0.5,28.86
2024-03-31,Karnataka,Madikeri,45.3,17.87,45.3,19.84,20.36,0.56,21.03
2024-04-15,Karnataka,Madikeri,43.2,8.51,43.2,10.87,18.12,0.33,15.36
2024-04-30,Karnataka,Madikeri,37.3,9.26,37.3,17.52,14.82,0.42,25.7
2024-05-15,Karnataka,Madikeri,35.7,13.87,12.87,28.56,8.79,0.32,23.07
2024-05-30,Karnataka,Madikeri,30.3,7.87,20.29,10.24,12.45,0.38,30.3
2024-06-14,Karnataka,Madikeri,24.5,4.78,15.53,10.68,7.26,0.31,24.5
2024-06-29,Karnataka,Madikeri,19.9,5.22,9.03,10.14,6.9,0.24,19.9
2024-07-14,Karnataka,Madikeri,21.1,7.72,10.18,10.46,8.89,0.27,21.1
2024-07-29,Karnataka,Madikeri,24.3,8.18,9.21,19.44,12.61,0.32,15.95
2024-08-13,Karnataka,Madikeri,25.9,5.04,25.9,8.27,9.38,0.25,10.51
2024-08-28,Karnataka,Madikeri,24.2,6.2,24.2,11.53,9.88,0.21,8.09
2024-09-12,Karnataka,Madikeri,31.1,6.53,31.1,9.86,13.07,0.42,10.34
2024-09-27,Karnataka,Madikeri,33.7,11.98,33.7,9.21,16.18,0.26,14.66
2024-10-12,Karnataka,Madikeri,28.2,9.36,28.2,10.51,12.69,0.21,11.4
2024-10-27,Karnataka,Madikeri,34.7,12.52,34.7,13.44,15.07,0.34,13.68
2024-11-11,Karnataka,Madikeri,36.1,6.61,36.1,9.47,13.09,0.49,19.18
2024-11-26,Karnataka,Madikeri,31.8,12.57,31.8,14.31,13.4,0.38,21.05
2024-12-11,Karnataka,Madikeri,34.1,13.84,34.1,12.19,12.72,0.21,19.33
2024-12-26,Karnataka,Madikeri,37.6,15.32,37.6,19.2,14.35,0.49,25.96
2025-01-10,Karnataka,Madikeri,31.1,12.75,31.1,13.97,11.82,0.38,11.68
2025-01-25,Karnataka,Madikeri,37.1,8.43,37.1,14.89,11.05,0.25,22.16
2025-02-09,Karnataka,Madikeri,54.1,20.26,54.1,18.78,28.86,0.62,19.78
2025-02-24,Karnataka,Madikeri,47.7,14.09,47.7,21.35,20.21,0.34,26.99
2025-03-11,Karnataka,Madikeri,39.1,10.96,39.1,17.61,15.1,0.33,26.61
2025-03-26,Karnataka,Madikeri,70.5,29.08,70.5,35.75,23.66,0.59,38.84
2021-01-01,Karnataka,Mysuru,53.2,11.21,53.2,26.94,26.27,0.53,23.97
2021-01-16,Karnataka,Mysuru,83.0,27.15,83.0,30.53,42.9,0.99,33.73
2021-01-31,Karnataka,Mysuru,90.6,37.49,90.6,47.07,28.89,0.87,49.15
2021-02-15,Karnataka,Mysuru,73.1,29.29,73.1,28.77,25.47,0.46,38.47
2021-03-02,Karnataka,Mysuru,69.1,22.37,69.1,32.09,32.26,0.87,47.53
2021-03-17,Karnataka,Mysuru,81.0,22.06,81.0,35.89,32.02,1.01,30.32
2021-04-01,Karnataka,Mysuru,93.2,33.21,93.2,22.78,40.3,0.7,28.01
2021-04-16,Karnataka,Mysuru,78.9,25.27,78.9,35.75,42.57,0.82,38.59
2021-05-01,Karnataka,Mysuru,49.6,17.32,32.81,39.68,23.52,0.31,21.27
2021-05-16,Karnataka,Mysuru,34.1,9.48,14.56,12.93,17.85,0.31,34.1
2021-05-31,Karnataka,Mysuru,31.6,6.94,19.58,11.54,8.48,0.24,31.6
2021-06-15,Karnataka,Mysuru,50.1,18.19,34.61,20.0,18.06,0.4,50.1
2021-06-30,Karnataka,Mysuru,38.4,10.21,25.54,16.98,16.22,0.43,38.4
2021-07-15,Karnataka,Mysuru,48.1,10.11,28.02,16.99,15.04,0.58,48.1
2021-07-30,Karnataka,Mysuru,38.9,11.36,27.07,14.28,14.39,0.49,38.9
2021-08-14,Karnataka,Mysuru,35.2,9.96,35.2,19.21,12.15,0.4,14.15
2021-08-29,Karnataka,Mysuru,33.7,7.06,33.7,8.78,16.35,0.41,22.95
2021-09-13,Karnataka,Mysuru,39.1,12.78,39.1,17.24,11.77,0.44,11.84
2021-09-28,Karnataka,Mysuru,38.9,8.23,38.9,18.05,15.61,0.27,21.17
2021-10-13,Karnataka,Mysuru,50.0,9.57,50.0,15.44,27.95,0.61,31.65
2021-10-28,Karnataka,Mysuru,54.9,11.97,54.9,18.25,17.53,0.52,25.81
2021-11-12,Karnataka,Mysuru,46.5,14.65,46.5,15.16,12.19,0.53,14.8
2021-11-27,Karnataka,Mysuru,46.3,10.67,46.3,20.48,11.9,0.64,21.81
2021-12-12,Karnataka,Mysuru,67.1,27.08,67.1,27.35,17.23,0.6,21.9
2021-12-27,Karnataka,Mysuru,58.5,15.98,58.5,25.33,19.59,0.45,37.19
2022-01-11,Karnataka,Mysuru,59.9,19.89,59.9,15.22,22.21,0.58,23.66
2022-01-26,Karnataka,Mysuru,94.8,17.86,94.8,30.91,29.76,0.91,36.8
2022-02-10,Karnataka,Mysuru,60.5,14.56,60.5,17.06,17.35,0.83,19.05
2022-02-25,Karnataka,Mysuru,57.9,22.4,57.9,27.33,26.56,0.67,39.62
2022-03-12,Karnataka,Mysuru,64.9,21.47,64.9,21.45,31.88,0.81,43.4
2022-03-27,Karnataka,Mysuru,57.9,17.5,57.9,29.37,30.15,0.57,35.98
2022-04-11,Karnataka,Mysuru,51.0,20.52,51.0,27.93,21.13,0.34,24.4
2022-04-26,Karnataka,Mysuru,52.6,19.28,52.6,23.9,19.37,0.61,26.93
2022-05-11,Karnataka,Mysuru,43.4,14.87,20.53,34.72,23.58,0.45,25.53
2022-05-26,Karnataka,Mysuru,47.3,12.42,29.23,25.6,21.76,0.3,47.3
2022-06-10,Karnataka,Mysuru,39.7,9.73,21.91,31.76,11.23,0.28,19.91
2022-06-25,Karnataka,Mysuru,41.8,15.15,16.1,33.44,12.09,0.49,17.94
2022-07-10,Karnataka,Mysuru,43.2,12.84,21.96,17.37,18.9,0.32,43.2
2022-07-25,Karnataka,Mysuru,44.8,8.99,26.52,24.58,13.08,0.34,44.8
2022-08-09,Karnataka,Mysuru,44.8,18.34,44.8,20.68,18.02,0.27,20.42
2022-08-24,Karnataka,Mysuru,44.2,13.99,44.2,24.47,22.47,0.37,20.78
2022-09-08,Karnataka,Mysuru,39.9,13.48,39.9,14.42,20.09,0.51,23.68
2022-09-23,Karnataka,Mysuru,49.3,10.95,49.3,14.36,14.01,0.37,29.75
2022-10-08,Karnataka,Mysuru,57.1,22.48,57.1,27.09,31.3,0.36,38.1
2022-10-23,Karnataka,Mysuru,55.6,15.01,55.6,21.2,29.45,0.55,20.57
2022-11-07,Karnataka,Mysuru,59.7,13.83,59.7,32.76,24.9,0.37,39.72
2022-11-22,Karnataka,Mysuru,47.5,18.96,47.5,18.28,15.37,0.56,21.99
2022-12-07,Karnataka,Mysuru,46.3,9.93,46.3,18.18,15.46,0.64,28.28
2022-12-22,Karnataka,Mysuru,50.1,9.7,50.1,20.17,14.9,0.68,34.41
2023-01-06,Karnataka,Mysuru,51.5,14.57,51.5,13.95,18.09,0.31,23.47
2023-01-21,Karnataka,Mysuru,44.3,14.14,44.3,22.64,23.93,0.47,23.07
2023-02-05,Karnataka,Mysuru,55.9,17.03,55.9,25.87,30.94,0.54,37.02
2023-02-20,Karnataka,Mysuru,50.1,19.83,50.1,14.45,19.4,0.37,28.1
2023-03-07,Karnataka,Mysuru,50.1,13.14,50.1,15.98,13.61,0.33,33.88
2023-03-22,Karnataka,Mysuru,54.6,18.87,54.6,24.78,16.91,0.71,21.95
2023-04-06,Karnataka,Mysuru,67.6,23.18,67.6,24.89,26.14,0.54,20.32
2023-04-21,Karnataka,Mysuru,49.6,15.07,49.6,21.36,24.14,0.46,15.71
2023-05-06,Karnataka,Mysuru,54.3,15.15,36.57,22.56,18.1,0.61,54.3
2023-05-21,Karnataka,Mysuru,57.7,14.29,23.36,18.08,27.26,0.54,57.7
2023-06-05,Karnataka,Mysuru,56.0,10.42,28.28,44.8,31.08,0.5,17.98
2023-06-20,Karnataka,Mysuru,52.7,16.23,20.41,15.43,15.55,0.42,52.7
2023-07-05,Karnataka,Mysuru,48.9,12.61,31.8,39.12,14.27,0.49,27.71
2023-07-20,Karnataka,Mysuru,50.8,13.87,15.78,24.46,20.75,0.54,50.8
2023-08-04,Karnataka,Mysuru,59.1,16.24,59.1,27.77,31.84,0.37,40.57
2023-08-19,Karnataka,Mysuru,58.4,16.77,58.4,14.45,21.44,0.36,32.18
2023-09-03,Karnataka,Mysuru,46.6,18.14,46.6,24.68,11.76,0.65,14.2
2023-09-18,Karnataka,Mysuru,42.9,9.21,42.9,19.11,22.01,0.51,20.87
2023-10-03,Karnataka,Mysuru,58.1,10.86,58.1,32.07,18.49,0.57,18.15
2023-10-18,Karnataka,Mysuru,60.3,24.0,60.3,33.59,33.24,0.41,30.31
2023-11-02,Karnataka,Mysuru,52.9,20.3,52.9,19.53,27.59,0.34,31.3
2023-11-17,Karnataka,Mysuru,48.0,13.79,48.0,19.08,14.86,0.52,27.85
2023-12-02,Karnataka,Mysuru,61.1,25.44,61.1,26.21,15.66,0.7,24.46
2023-12-17,Karnataka,Mysuru,59.0,22.55,59.0,20.24,28.94,0.61,32.47
2024-01-01,Karnataka,Mysuru,60.9,17.7,60.9,33.46,29.62,0.39,21.86
2024-01-16,Karnataka,Mysuru,64.6,26.96,64.6,32.36,24.12,0.74,21.42
2024-01-31,Karnataka,Mysuru,61.0,20.83,61.0,34.13,24.91,0.59,26.83
2024-02-15,Karnataka,Mysuru,62.9,15.57,62.9,24.32,18.94,0.61,32.52
2024-03-01,Karnataka,Mysuru,64.9,14.81,64.9,33.93,32.19,0.79,31.07
2024-03-16,Karnataka,Mysuru,56.9,19.26,56.9,17.0,20.18,0.53,24.32
2024-03-31,Karnataka,Mysuru,63.4,25.87,63.4,26.27,21.03,0.84,22.56
2024-04-15,Karnataka,Mysuru,53.3,12.14,53.3,27.68,23.61,0.57,35.82
2024-04-30,Karnataka,Mysuru,53.4,15.44,53.4,19.61,12.91,0.4,16.44
2024-05-15,Karnataka,Mysuru,37.0,7.44,16.34,20.13,11.88,0.28,37.0
2024-05-30,Karnataka,Mysuru,37.7,12.16,15.63,16.55,14.45,0.36,37.7
2024-06-14,Karnataka,Mysuru,35.4,7.23,19.09,28.32,8.61,0.38,15.12
2024-06-29,Karnataka,Mysuru,34.8,9.11,19.37,27.84,19.07,0.38,12.88
2024-07-14,Karnataka,Mysuru,32.1,12.12,14.63,17.82,15.53,0.27,32.1
2024-07-29,Karnataka,Mysuru,38.4,7.68,13.18,16.63,15.5,0.25,38.4
2024-08-13,Karnataka,Mysuru,38.1,13.39,38.1,14.94,13.16,0.23,26.19
2024-08-28,Karnataka,Mysuru,37.4,15.02,37.4,13.28,16.02,0.4,20.7
2024-09-12,Karnataka,Mysuru,39.2,10.08,39.2,16.65,20.9,0.37,20.68
2024-09-27,Karnataka,Mysuru,43.5,10.91,43.5,17.27,22.15,0.44,14.16
2024-10-12,Karnataka,Mysuru,42.8,12.98,42.8,13.83,12.23,0.4,26.23
